day,complaint_type,n
2024-02-16T00:00:00.000,Street Condition,189
2024-02-17T00:00:00.000,Blocked Driveway,521
2024-02-17T00:00:00.000,Damaged Tree,32
2024-02-17T00:00:00.000,Dead/Dying Tree,2
2024-02-17T00:00:00.000,Dirty Condition,37
2024-02-17T00:00:00.000,HEAT/HOT WATER,1084
2024-02-17T00:00:00.000,Illegal Fireworks,1
2024-02-17T00:00:00.000,Illegal Parking,939
2024-02-17T00:00:00.000,Noise - Residential,1008
2024-02-17T00:00:00.000,Noise - Street/Sidewalk,111
2024-02-17T00:00:00.000,Rodent,49
2024-02-17T00:00:00.000,Snow or Ice,72
2024-02-17T00:00:00.000,Street Condition,71
2024-02-18T00:00:00.000,Blocked Driveway,505
2024-02-18T00:00:00.000,Damaged Tree,23
2024-02-18T00:00:00.000,Dead/Dying Tree,2
2024-02-18T00:00:00.000,Dirty Condition,48
2024-02-18T00:00:00.000,HEAT/HOT WATER,1348
2024-02-18T00:00:00.000,Illegal Parking,1061
2024-02-18T00:00:00.000,Noise - Residential,1029
2024-02-18T00:00:00.000,Noise - Street/Sidewalk,155
2024-02-18T00:00:00.000,Rodent,53
2024-02-18T00:00:00.000,Snow or Ice,216
2024-02-18T00:00:00.000,Street Condition,100
2024-02-19T00:00:00.000,Blocked Driveway,446
2024-02-19T00:00:00.000,Damaged Tree,19
2024-02-19T00:00:00.000,Dead/Dying Tree,5
2024-02-19T00:00:00.000,Dirty Condition,99
2024-02-19T00:00:00.000,HEAT/HOT WATER,1277
2024-02-19T00:00:00.000,Illegal Parking,1082
2024-02-19T00:00:00.000,Noise - Residential,785
2024-02-19T00:00:00.000,Noise - Street/Sidewalk,98
2024-02-19T00:00:00.000,Rodent,79
2024-02-19T00:00:00.000,Snow or Ice,117
2024-02-19T00:00:00.000,Street Condition,165
2024-02-20T00:00:00.000,Blocked Driveway,438
2024-02-20T00:00:00.000,Damaged Tree,32
2024-02-20T00:00:00.000,Dead/Dying Tree,9
2024-02-20T00:00:00.000,Dirty Condition,97
2024-02-20T00:00:00.000,HEAT/HOT WATER,1540
2024-02-20T00:00:00.000,Illegal Parking,1133
2024-02-20T00:00:00.000,Noise - Residential,612
2024-02-20T00:00:00.000,Noise - Street/Sidewalk,111
2024-02-20T00:00:00.000,Rodent,81
2024-02-20T00:00:00.000,Snow or Ice,23
2024-02-20T00:00:00.000,Street Condition,229
2024-02-21T00:00:00.000,Blocked Driveway,424
2024-02-21T00:00:00.000,Damaged Tree,30
2024-02-21T00:00:00.000,Dead/Dying Tree,10
2024-02-21T00:00:00.000,Dirty Condition,119
2024-02-21T00:00:00.000,HEAT/HOT WATER,1358
2024-02-21T00:00:00.000,Illegal Fireworks,22
2024-02-21T00:00:00.000,Illegal Parking,1332
2024-02-21T00:00:00.000,Noise - Residential,661
2024-02-21T00:00:00.000,Noise - Street/Sidewalk,113
2024-02-21T00:00:00.000,Rodent,96
2024-02-21T00:00:00.000,Street Condition,255
2024-02-22T00:00:00.000,Blocked Driveway,449
2024-02-22T00:00:00.000,Damaged Tree,33
2024-02-22T00:00:00.000,Dead/Dying Tree,14
2024-02-22T00:00:00.000,Dirty Condition,149
2024-02-22T00:00:00.000,HEAT/HOT WATER,998
2024-02-22T00:00:00.000,Illegal Fireworks,1
2024-02-22T00:00:00.000,Illegal Parking,1323
2024-02-22T00:00:00.000,Noise - Residential,695
2024-02-22T00:00:00.000,Noise - Street/Sidewalk,115
2024-02-22T00:00:00.000,Rodent,108
2024-02-22T00:00:00.000,Street Condition,267
2024-02-23T00:00:00.000,Blocked Driveway,439
2024-02-23T00:00:00.000,Damaged Tree,26
2024-02-23T00:00:00.000,Dead/Dying Tree,12
2024-02-23T00:00:00.000,Dirty Condition,163
2024-02-23T00:00:00.000,HEAT/HOT WATER,750
2024-02-23T00:00:00.000,Illegal Parking,1315
2024-02-23T00:00:00.000,Noise - Residential,741
2024-02-23T00:00:00.000,Noise - Street/Sidewalk,209
2024-02-23T00:00:00.000,Rodent,132
2024-02-23T00:00:00.000,Street Condition,209
2024-02-24T00:00:00.000,Blocked Driveway,469
2024-02-24T00:00:00.000,Damaged Tree,16
2024-02-24T00:00:00.000,Dead/Dying Tree,5
2024-02-24T00:00:00.000,Dirty Condition,141
2024-02-24T00:00:00.000,HEAT/HOT WATER,851
2024-02-24T00:00:00.000,Illegal Fireworks,6
2024-02-24T00:00:00.000,Illegal Parking,1212
2024-02-24T00:00:00.000,Noise - Residential,1022
2024-02-24T00:00:00.000,Noise - Street/Sidewalk,208
2024-02-24T00:00:00.000,Rodent,60
2024-02-24T00:00:00.000,Street Condition,103
2024-02-25T00:00:00.000,Blocked Driveway,474
2024-02-25T00:00:00.000,Damaged Tree,14
2024-02-25T00:00:00.000,Dead/Dying Tree,5
2024-02-25T00:00:00.000,Dirty Condition,105
2024-02-25T00:00:00.000,HEAT/HOT WATER,1199
2024-02-25T00:00:00.000,Illegal Parking,1321
2024-02-25T00:00:00.000,Noise - Residential,991
2024-02-25T00:00:00.000,Noise - Street/Sidewalk,145
2024-02-25T00:00:00.000,Rodent,82
2024-02-25T00:00:00.000,Snow or Ice,4
2024-02-25T00:00:00.000,Street Condition,133
2024-02-26T00:00:00.000,Blocked Driveway,471
2024-02-26T00:00:00.000,Damaged Tree,39
2024-02-26T00:00:00.000,Dead/Dying Tree,10
2024-02-26T00:00:00.000,Dirty Condition,179
2024-02-26T00:00:00.000,HEAT/HOT WATER,805
2024-02-26T00:00:00.000,Illegal Fireworks,2
2024-02-26T00:00:00.000,Illegal Parking,1451
2024-02-26T00:00:00.000,Noise - Residential,645
2024-02-26T00:00:00.000,Noise - Street/Sidewalk,134
2024-02-26T00:00:00.000,Rodent,112
2024-02-26T00:00:00.000,Street Condition,281
2024-02-27T00:00:00.000,Blocked Driveway,499
2024-02-27T00:00:00.000,Damaged Tree,37
2024-02-27T00:00:00.000,Dead/Dying Tree,18
2024-02-27T00:00:00.000,Dirty Condition,176
2024-02-27T00:00:00.000,HEAT/HOT WATER,690
2024-02-27T00:00:00.000,Illegal Parking,1469
2024-02-27T00:00:00.000,Noise - Residential,651
2024-02-27T00:00:00.000,Noise - Street/Sidewalk,124
2024-02-27T00:00:00.000,Rodent,120
2024-02-27T00:00:00.000,Street Condition,284
2024-02-28T00:00:00.000,Blocked Driveway,450
2024-02-28T00:00:00.000,Damaged Tree,71
2024-02-28T00:00:00.000,Dead/Dying Tree,14
2024-02-28T00:00:00.000,Dirty Condition,139
2024-02-28T00:00:00.000,HEAT/HOT WATER,756
2024-02-28T00:00:00.000,Illegal Fireworks,4
2024-02-28T00:00:00.000,Illegal Parking,1405
2024-02-28T00:00:00.000,Noise - Residential,576
2024-02-28T00:00:00.000,Noise - Street/Sidewalk,104
2024-02-28T00:00:00.000,Rodent,118
2024-02-28T00:00:00.000,Street Condition,302
2024-02-29T00:00:00.000,Blocked Driveway,461
2024-02-29T00:00:00.000,Damaged Tree,229
2024-02-29T00:00:00.000,Dead/Dying Tree,40
2024-02-29T00:00:00.000,Dirty Condition,156
2024-02-29T00:00:00.000,HEAT/HOT WATER,1226
2024-02-29T00:00:00.000,Illegal Fireworks,1
2024-02-29T00:00:00.000,Illegal Parking,1324
2024-02-29T00:00:00.000,Noise - Residential,619
2024-02-29T00:00:00.000,Noise - Street/Sidewalk,123
2024-02-29T00:00:00.000,Rodent,94
2024-02-29T00:00:00.000,Snow or Ice,3
2024-02-29T00:00:00.000,Street Condition,301
2024-03-01T00:00:00.000,Blocked Driveway,465
2024-03-01T00:00:00.000,Damaged Tree,46
2024-03-01T00:00:00.000,Dead/Dying Tree,19
2024-03-01T00:00:00.000,Dirty Condition,132
2024-03-01T00:00:00.000,HEAT/HOT WATER,1030
2024-03-01T00:00:00.000,Illegal Fireworks,1
2024-03-01T00:00:00.000,Illegal Parking,1438
2024-03-01T00:00:00.000,Noise - Residential,776
2024-03-01T00:00:00.000,Noise - Street/Sidewalk,177
2024-03-01T00:00:00.000,Rodent,100
2024-03-01T00:00:00.000,Snow or Ice,3
2024-03-01T00:00:00.000,Street Condition,209
2024-03-02T00:00:00.000,Blocked Driveway,474
2024-03-02T00:00:00.000,Damaged Tree,27
2024-03-02T00:00:00.000,Dead/Dying Tree,5
2024-03-02T00:00:00.000,Dirty Condition,75
2024-03-02T00:00:00.000,HEAT/HOT WATER,785
2024-03-02T00:00:00.000,Illegal Fireworks,1
2024-03-02T00:00:00.000,Illegal Parking,1121
2024-03-02T00:00:00.000,Noise - Residential,1026
2024-03-02T00:00:00.000,Noise - Street/Sidewalk,198
2024-03-02T00:00:00.000,Rodent,73
2024-03-02T00:00:00.000,Street Condition,126
2024-03-03T00:00:00.000,Blocked Driveway,441
2024-03-03T00:00:00.000,Damaged Tree,47
2024-03-03T00:00:00.000,Dead/Dying Tree,14
2024-03-03T00:00:00.000,Dirty Condition,117
2024-03-03T00:00:00.000,HEAT/HOT WATER,422
2024-03-03T00:00:00.000,Illegal Fireworks,4
2024-03-03T00:00:00.000,Illegal Parking,1477
2024-03-03T00:00:00.000,Noise - Residential,1252
2024-03-03T00:00:00.000,Noise - Street/Sidewalk,632
2024-03-03T00:00:00.000,Rodent,88
2024-03-03T00:00:00.000,Street Condition,203
2024-03-04T00:00:00.000,Blocked Driveway,496
2024-03-04T00:00:00.000,Damaged Tree,55
2024-03-04T00:00:00.000,Dead/Dying Tree,26
2024-03-04T00:00:00.000,Dirty Condition,205
2024-03-04T00:00:00.000,HEAT/HOT WATER,651
2024-03-04T00:00:00.000,Illegal Fireworks,1
2024-03-04T00:00:00.000,Illegal Parking,1484
2024-03-04T00:00:00.000,Noise - Residential,628
2024-03-04T00:00:00.000,Noise - Street/Sidewalk,186
2024-03-04T00:00:00.000,Rodent,142
2024-03-04T00:00:00.000,Street Condition,304
2024-03-05T00:00:00.000,Blocked Driveway,475
2024-03-05T00:00:00.000,Damaged Tree,36
2024-03-05T00:00:00.000,Dead/Dying Tree,13
2024-03-05T00:00:00.000,Dirty Condition,104
2024-03-05T00:00:00.000,HEAT/HOT WATER,881
2024-03-05T00:00:00.000,Illegal Parking,1277
2024-03-05T00:00:00.000,Noise - Residential,541
2024-03-05T00:00:00.000,Noise - Street/Sidewalk,92
2024-03-05T00:00:00.000,Rodent,113
2024-03-05T00:00:00.000,Street Condition,305
2024-03-06T00:00:00.000,Blocked Driveway,492
2024-03-06T00:00:00.000,Damaged Tree,35
2024-03-06T00:00:00.000,Dead/Dying Tree,13
2024-03-06T00:00:00.000,Dirty Condition,153
2024-03-06T00:00:00.000,HEAT/HOT WATER,786
2024-03-06T00:00:00.000,Illegal Fireworks,8
2024-03-06T00:00:00.000,Illegal Parking,1229
2024-03-06T00:00:00.000,Noise - Residential,541
2024-03-06T00:00:00.000,Noise - Street/Sidewalk,99
2024-03-06T00:00:00.000,Rodent,121
2024-03-06T00:00:00.000,Street Condition,289
2024-03-07T00:00:00.000,Blocked Driveway,466
2024-03-07T00:00:00.000,Damaged Tree,49
2024-03-07T00:00:00.000,Dead/Dying Tree,17
2024-03-07T00:00:00.000,Dirty Condition,155
2024-03-07T00:00:00.000,HEAT/HOT WATER,717
2024-03-07T00:00:00.000,Illegal Parking,1488
2024-03-07T00:00:00.000,Noise - Residential,663
2024-03-07T00:00:00.000,Noise - Street/Sidewalk,106
2024-03-07T00:00:00.000,Rodent,132
2024-03-07T00:00:00.000,Street Condition,390
2024-03-08T00:00:00.000,Blocked Driveway,499
2024-03-08T00:00:00.000,Damaged Tree,41
2024-03-08T00:00:00.000,Dead/Dying Tree,15
2024-03-08T00:00:00.000,Dirty Condition,135
2024-03-08T00:00:00.000,HEAT/HOT WATER,681
2024-03-08T00:00:00.000,Illegal Parking,1339
2024-03-08T00:00:00.000,Noise - Residential,724
2024-03-08T00:00:00.000,Noise - Street/Sidewalk,240
2024-03-08T00:00:00.000,Rodent,116
2024-03-08T00:00:00.000,Street Condition,328
2024-03-09T00:00:00.000,Blocked Driveway,481
2024-03-09T00:00:00.000,Damaged Tree,24
2024-03-09T00:00:00.000,Dead/Dying Tree,9
2024-03-09T00:00:00.000,Dirty Condition,88
2024-03-09T00:00:00.000,HEAT/HOT WATER,938
2024-03-09T00:00:00.000,Illegal Fireworks,2
2024-03-09T00:00:00.000,Illegal Parking,1163
2024-03-09T00:00:00.000,Noise - Residential,978
2024-03-09T00:00:00.000,Noise - Street/Sidewalk,166
2024-03-09T00:00:00.000,Rodent,75
2024-03-09T00:00:00.000,Street Condition,186
2024-03-10T00:00:00.000,Blocked Driveway,516
2024-03-10T00:00:00.000,Damaged Tree,42
2024-03-10T00:00:00.000,Dead/Dying Tree,10
2024-03-10T00:00:00.000,Dirty Condition,99
2024-03-10T00:00:00.000,HEAT/HOT WATER,783
2024-03-10T00:00:00.000,Illegal Fireworks,1
2024-03-10T00:00:00.000,Illegal Parking,1390
2024-03-10T00:00:00.000,Noise - Residential,964
2024-03-10T00:00:00.000,Noise - Street/Sidewalk,179
2024-03-10T00:00:00.000,Rodent,62
2024-03-10T00:00:00.000,Street Condition,276
2024-03-11T00:00:00.000,Blocked Driveway,531
2024-03-11T00:00:00.000,Damaged Tree,254
2024-03-11T00:00:00.000,Dead/Dying Tree,47
2024-03-11T00:00:00.000,Dirty Condition,140
2024-03-11T00:00:00.000,HEAT/HOT WATER,1052
2024-03-11T00:00:00.000,Illegal Parking,1367
2024-03-11T00:00:00.000,Noise - Residential,564
2024-03-11T00:00:00.000,Noise - Street/Sidewalk,108
2024-03-11T00:00:00.000,Rodent,101
2024-03-11T00:00:00.000,Street Condition,316
2024-03-12T00:00:00.000,Blocked Driveway,499
2024-03-12T00:00:00.000,Damaged Tree,92
2024-03-12T00:00:00.000,Dead/Dying Tree,21
2024-03-12T00:00:00.000,Dirty Condition,151
2024-03-12T00:00:00.000,HEAT/HOT WATER,663
2024-03-12T00:00:00.000,Illegal Parking,1474
2024-03-12T00:00:00.000,Noise - Residential,670
2024-03-12T00:00:00.000,Noise - Street/Sidewalk,338
2024-03-12T00:00:00.000,Rodent,102
2024-03-12T00:00:00.000,Street Condition,384
2024-03-13T00:00:00.000,Blocked Driveway,477
2024-03-13T00:00:00.000,Damaged Tree,68
2024-03-13T00:00:00.000,Dead/Dying Tree,30
2024-03-13T00:00:00.000,Dirty Condition,151
2024-03-13T00:00:00.000,HEAT/HOT WATER,561
2024-03-13T00:00:00.000,Illegal Parking,1530
2024-03-13T00:00:00.000,Noise - Residential,674
2024-03-13T00:00:00.000,Noise - Street/Sidewalk,266
2024-03-13T00:00:00.000,Rodent,112
2024-03-13T00:00:00.000,Street Condition,383
2024-03-14T00:00:00.000,Blocked Driveway,445
2024-03-14T00:00:00.000,Damaged Tree,54
2024-03-14T00:00:00.000,Dead/Dying Tree,26
2024-03-14T00:00:00.000,Dirty Condition,133
2024-03-14T00:00:00.000,HEAT/HOT WATER,476
2024-03-14T00:00:00.000,Illegal Fireworks,3
2024-03-14T00:00:00.000,Illegal Parking,1617
2024-03-14T00:00:00.000,Noise - Residential,677
2024-03-14T00:00:00.000,Noise - Street/Sidewalk,460
2024-03-14T00:00:00.000,Rodent,115
2024-03-14T00:00:00.000,Street Condition,369
2024-03-15T00:00:00.000,Blocked Driveway,479
2024-03-15T00:00:00.000,Damaged Tree,42
2024-03-15T00:00:00.000,Dead/Dying Tree,16
2024-03-15T00:00:00.000,Dirty Condition,135
2024-03-15T00:00:00.000,HEAT/HOT WATER,323
2024-03-15T00:00:00.000,Illegal Fireworks,1
2024-03-15T00:00:00.000,Illegal Parking,1537
2024-03-15T00:00:00.000,Noise - Residential,801
2024-03-15T00:00:00.000,Noise - Street/Sidewalk,446
2024-03-15T00:00:00.000,Rodent,123
2024-03-15T00:00:00.000,Street Condition,270
2024-03-16T00:00:00.000,Blocked Driveway,486
2024-03-16T00:00:00.000,Damaged Tree,29
2024-03-16T00:00:00.000,Dead/Dying Tree,12
2024-03-16T00:00:00.000,Dirty Condition,117
2024-03-16T00:00:00.000,HEAT/HOT WATER,233
2024-03-16T00:00:00.000,Illegal Fireworks,9
2024-03-16T00:00:00.000,Illegal Parking,1343
2024-03-16T00:00:00.000,Noise - Residential,1227
2024-03-16T00:00:00.000,Noise - Street/Sidewalk,549
2024-03-16T00:00:00.000,Rodent,85
2024-03-16T00:00:00.000,Street Condition,163
2024-03-17T00:00:00.000,Blocked Driveway,425
2024-03-17T00:00:00.000,Damaged Tree,28
2024-03-17T00:00:00.000,Dead/Dying Tree,16
2024-03-17T00:00:00.000,Dirty Condition,125
2024-03-17T00:00:00.000,HEAT/HOT WATER,289
2024-03-17T00:00:00.000,Illegal Fireworks,3
2024-03-17T00:00:00.000,Illegal Parking,1482
2024-03-17T00:00:00.000,Noise - Residential,1172
2024-03-17T00:00:00.000,Noise - Street/Sidewalk,676
2024-03-17T00:00:00.000,Rodent,71
2024-03-17T00:00:00.000,Street Condition,150
2024-03-18T00:00:00.000,Blocked Driveway,482
2024-03-18T00:00:00.000,Damaged Tree,50
2024-03-18T00:00:00.000,Dead/Dying Tree,18
2024-03-18T00:00:00.000,Dirty Condition,136
2024-03-18T00:00:00.000,HEAT/HOT WATER,638
2024-03-18T00:00:00.000,Illegal Fireworks,1
2024-03-18T00:00:00.000,Illegal Parking,1446
2024-03-18T00:00:00.000,Noise - Residential,662
2024-03-18T00:00:00.000,Noise - Street/Sidewalk,166
2024-03-18T00:00:00.000,Rodent,92
2024-03-18T00:00:00.000,Street Condition,314
2024-03-19T00:00:00.000,Blocked Driveway,493
2024-03-19T00:00:00.000,Damaged Tree,45
2024-03-19T00:00:00.000,Dead/Dying Tree,13
2024-03-19T00:00:00.000,Dirty Condition,136
2024-03-19T00:00:00.000,HEAT/HOT WATER,2290
2024-03-19T00:00:00.000,Illegal Fireworks,1
2024-03-19T00:00:00.000,Illegal Parking,1367
2024-03-19T00:00:00.000,Noise - Residential,600
2024-03-19T00:00:00.000,Noise - Street/Sidewalk,102
2024-03-19T00:00:00.000,Rodent,100
2024-03-19T00:00:00.000,Street Condition,251
2024-03-20T00:00:00.000,Blocked Driveway,447
2024-03-20T00:00:00.000,Damaged Tree,48
2024-03-20T00:00:00.000,Dead/Dying Tree,24
2024-03-20T00:00:00.000,Dirty Condition,133
2024-03-20T00:00:00.000,HEAT/HOT WATER,904
2024-03-20T00:00:00.000,Illegal Fireworks,1
2024-03-20T00:00:00.000,Illegal Parking,1472
2024-03-20T00:00:00.000,Noise - Residential,640
2024-03-20T00:00:00.000,Noise - Street/Sidewalk,92
2024-03-20T00:00:00.000,Rodent,110
2024-03-20T00:00:00.000,Street Condition,305
2024-03-21T00:00:00.000,Blocked Driveway,453
2024-03-21T00:00:00.000,Damaged Tree,43
2024-03-21T00:00:00.000,Dead/Dying Tree,22
2024-03-21T00:00:00.000,Dirty Condition,109
2024-03-21T00:00:00.000,HEAT/HOT WATER,1465
2024-03-21T00:00:00.000,Illegal Fireworks,3
2024-03-21T00:00:00.000,Illegal Parking,1446
2024-03-21T00:00:00.000,Noise - Residential,608
2024-03-21T00:00:00.000,Noise - Street/Sidewalk,95
2024-03-21T00:00:00.000,Rodent,74
2024-03-21T00:00:00.000,Snow or Ice,3
2024-03-21T00:00:00.000,Street Condition,317
2024-03-22T00:00:00.000,Blocked Driveway,466
2024-03-22T00:00:00.000,Damaged Tree,48
2024-03-22T00:00:00.000,Dead/Dying Tree,16
2024-03-22T00:00:00.000,Dirty Condition,103
2024-03-22T00:00:00.000,HEAT/HOT WATER,1102
2024-03-22T00:00:00.000,Illegal Fireworks,2
2024-03-22T00:00:00.000,Illegal Parking,1452
2024-03-22T00:00:00.000,Noise - Residential,747
2024-03-22T00:00:00.000,Noise - Street/Sidewalk,151
2024-03-22T00:00:00.000,Rodent,90
2024-03-22T00:00:00.000,Snow or Ice,1
2024-03-22T00:00:00.000,Street Condition,213
2024-03-23T00:00:00.000,Blocked Driveway,440
2024-03-23T00:00:00.000,Damaged Tree,49
2024-03-23T00:00:00.000,Dead/Dying Tree,9
2024-03-23T00:00:00.000,Dirty Condition,45
2024-03-23T00:00:00.000,HEAT/HOT WATER,936
2024-03-23T00:00:00.000,Illegal Fireworks,4
2024-03-23T00:00:00.000,Illegal Parking,990
2024-03-23T00:00:00.000,Noise - Residential,968
2024-03-23T00:00:00.000,Noise - Street/Sidewalk,147
2024-03-23T00:00:00.000,Rodent,42
2024-03-23T00:00:00.000,Street Condition,131
2024-03-24T00:00:00.000,Blocked Driveway,438
2024-03-24T00:00:00.000,Damaged Tree,53
2024-03-24T00:00:00.000,Dead/Dying Tree,10
2024-03-24T00:00:00.000,Dirty Condition,94
2024-03-24T00:00:00.000,HEAT/HOT WATER,1113
2024-03-24T00:00:00.000,Illegal Fireworks,9
2024-03-24T00:00:00.000,Illegal Parking,1408
2024-03-24T00:00:00.000,Noise - Residential,1083
2024-03-24T00:00:00.000,Noise - Street/Sidewalk,322
2024-03-24T00:00:00.000,Rodent,61
2024-03-24T00:00:00.000,Snow or Ice,3
2024-03-24T00:00:00.000,Street Condition,190
2024-03-25T00:00:00.000,Blocked Driveway,481
2024-03-25T00:00:00.000,Damaged Tree,51
2024-03-25T00:00:00.000,Dead/Dying Tree,22
2024-03-25T00:00:00.000,Dirty Condition,149
2024-03-25T00:00:00.000,HEAT/HOT WATER,1002
2024-03-25T00:00:00.000,Illegal Fireworks,4
2024-03-25T00:00:00.000,Illegal Parking,1536
2024-03-25T00:00:00.000,Noise - Residential,663
2024-03-25T00:00:00.000,Noise - Street/Sidewalk,200
2024-03-25T00:00:00.000,Rodent,90
2024-03-25T00:00:00.000,Street Condition,242
2024-03-26T00:00:00.000,Blocked Driveway,456
2024-03-26T00:00:00.000,Damaged Tree,34
2024-03-26T00:00:00.000,Dead/Dying Tree,26
2024-03-26T00:00:00.000,Dirty Condition,155
2024-03-26T00:00:00.000,HEAT/HOT WATER,906
2024-03-26T00:00:00.000,Illegal Fireworks,1
2024-03-26T00:00:00.000,Illegal Parking,1569
2024-03-26T00:00:00.000,Noise - Residential,553
2024-03-26T00:00:00.000,Noise - Street/Sidewalk,144
2024-03-26T00:00:00.000,Rodent,108
2024-03-26T00:00:00.000,Street Condition,286
2024-03-27T00:00:00.000,Blocked Driveway,422
2024-03-27T00:00:00.000,Damaged Tree,39
2024-03-27T00:00:00.000,Dead/Dying Tree,17
2024-03-27T00:00:00.000,Dirty Condition,140
2024-03-27T00:00:00.000,HEAT/HOT WATER,793
2024-03-27T00:00:00.000,Illegal Fireworks,3
2024-03-27T00:00:00.000,Illegal Parking,1459
2024-03-27T00:00:00.000,Noise - Residential,652
2024-03-27T00:00:00.000,Noise - Street/Sidewalk,162
2024-03-27T00:00:00.000,Rodent,82
2024-03-27T00:00:00.000,Street Condition,353
2024-03-28T00:00:00.000,Blocked Driveway,404
2024-03-28T00:00:00.000,Damaged Tree,28
2024-03-28T00:00:00.000,Dead/Dying Tree,20
2024-03-28T00:00:00.000,Dirty Condition,94
2024-03-28T00:00:00.000,HEAT/HOT WATER,628
2024-03-28T00:00:00.000,Illegal Fireworks,11
2024-03-28T00:00:00.000,Illegal Parking,1179
2024-03-28T00:00:00.000,Noise - Residential,627
2024-03-28T00:00:00.000,Noise - Street/Sidewalk,119
2024-03-28T00:00:00.000,Rodent,95
2024-03-28T00:00:00.000,Street Condition,268
2024-03-29T00:00:00.000,Blocked Driveway,432
2024-03-29T00:00:00.000,Damaged Tree,43
2024-03-29T00:00:00.000,Dead/Dying Tree,13
2024-03-29T00:00:00.000,Dirty Condition,97
2024-03-29T00:00:00.000,HEAT/HOT WATER,716
2024-03-29T00:00:00.000,Illegal Parking,1407
2024-03-29T00:00:00.000,Noise - Residential,722
2024-03-29T00:00:00.000,Noise - Street/Sidewalk,156
2024-03-29T00:00:00.000,Rodent,83
2024-03-29T00:00:00.000,Street Condition,250
2024-03-30T00:00:00.000,Blocked Driveway,444
2024-03-30T00:00:00.000,Damaged Tree,31
2024-03-30T00:00:00.000,Dead/Dying Tree,14
2024-03-30T00:00:00.000,Dirty Condition,101
2024-03-30T00:00:00.000,HEAT/HOT WATER,606
2024-03-30T00:00:00.000,Illegal Fireworks,1
2024-03-30T00:00:00.000,Illegal Parking,1265
2024-03-30T00:00:00.000,Noise - Residential,1224
2024-03-30T00:00:00.000,Noise - Street/Sidewalk,309
2024-03-30T00:00:00.000,Rodent,56
2024-03-30T00:00:00.000,Street Condition,167
2024-03-31T00:00:00.000,Blocked Driveway,454
2024-03-31T00:00:00.000,Damaged Tree,20
2024-03-31T00:00:00.000,Dead/Dying Tree,11
2024-03-31T00:00:00.000,Dirty Condition,83
2024-03-31T00:00:00.000,HEAT/HOT WATER,435
2024-03-31T00:00:00.000,Illegal Fireworks,3
2024-03-31T00:00:00.000,Illegal Parking,1415
2024-03-31T00:00:00.000,Noise - Residential,1269
2024-03-31T00:00:00.000,Noise - Street/Sidewalk,526
2024-03-31T00:00:00.000,Rodent,79
2024-03-31T00:00:00.000,Street Condition,164
2024-04-01T00:00:00.000,Blocked Driveway,458
2024-04-01T00:00:00.000,Damaged Tree,36
2024-04-01T00:00:00.000,Dead/Dying Tree,20
2024-04-01T00:00:00.000,Dirty Condition,154
2024-04-01T00:00:00.000,HEAT/HOT WATER,735
2024-04-01T00:00:00.000,Illegal Fireworks,6
2024-04-01T00:00:00.000,Illegal Parking,1548
2024-04-01T00:00:00.000,Noise - Residential,759
2024-04-01T00:00:00.000,Noise - Street/Sidewalk,248
2024-04-01T00:00:00.000,Rodent,158
2024-04-01T00:00:00.000,Street Condition,350
2024-04-02T00:00:00.000,Blocked Driveway,441
2024-04-02T00:00:00.000,Damaged Tree,34
2024-04-02T00:00:00.000,Dead/Dying Tree,17
2024-04-02T00:00:00.000,Dirty Condition,126
